ID,Scope,Level 1,Level 2,Level 3,Level 4,Column Text,UOM,GHG/Unit,GHG Conversion Factor 2025
18_405_4006_1_1,Scope 3,Water treatment,Water treatment,Water treatment,,,cubic metres,kg CO2e,0.17088
18_405_4006_10_1,Scope 3,Water treatment,Water treatment,Water treatment,,,million litres,kg CO2e,170.87549
