ID,Scope,Level 1,Level 2,Level 3,Level 4,Column Text,UOM,GHG/Unit,GHG Conversion Factor 2025
14_301_3051_9_4,Scope 3,UK electricity T&D for EVs,Cars (by size),Small car,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of N2O per unit,0.00003
14_301_3052_9_1,Scope 3,UK electricity T&D for EVs,Cars (by size),Small car,,Battery Electric Vehicle,miles,kg CO2e,0.00563
14_301_3052_9_2,Scope 3,UK electricity T&D for EVs,Cars (by size),Small car,,Battery Electric Vehicle,miles,kg CO2e of CO2 per unit,0.00557
14_301_3052_9_3,Scope 3,UK electricity T&D for EVs,Cars (by size),Small car,,Battery Electric Vehicle,miles,kg CO2e of CH4 per unit,0.00002
14_301_3052_9_4,Scope 3,UK electricity T&D for EVs,Cars (by size),Small car,,Battery Electric Vehicle,miles,kg CO2e of N2O per unit,0.00004
14_301_3059_4_1,Scope 3,UK electricity T&D for EVs,Cars (by size),Medium car,,Plug-in Hybrid Electric Vehicle,km,kg CO2e,0.00098
14_301_3059_4_2,Scope 3,UK electricity T&D for EVs,Cars (by size),Medium car,,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CO2 per unit,0.00096
14_301_3059_4_3,Scope 3,UK electricity T&D for EVs,Cars (by size),Medium car,,Plug-in Hybrid Electric Vehicle,km,kg CO2e of CH4 per unit,0.00001
14_301_3059_4_4,Scope 3,UK electricity T&D for EVs,Cars (by size),Medium car,,Plug-in Hybrid Electric Vehicle,km,kg CO2e of N2O per unit,0.00001
14_301_3060_4_1,Scope 3,UK electricity T&D for EVs,Cars (by size),Medium car,,Battery Electric Vehicle,km,kg CO2e,0.00368
14_301_3060_4_2,Scope 3,UK electricity T&D for EVs,Cars (by size),Medium car,,Battery Electric Vehicle,km,kg CO2e of CO2 per unit,0.00363
14_301_3060_4_3,Scope 3,UK electricity T&D for EVs,Cars (by size),Medium car,,Battery Electric Vehicle,km,kg CO2e of CH4 per unit,0.00002
14_301_3060_4_4,Scope 3,UK electricity T&D for EVs,Cars (by size),Medium car,,Battery Electric Vehicle,km,kg CO2e of N2O per unit,0.00003
14_301_3059_9_1,Scope 3,UK electricity T&D for EVs,Cars (by size),Medium car,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e,0.00157
14_301_3059_9_2,Scope 3,UK electricity T&D for EVs,Cars (by size),Medium car,,Plug-in Hybrid Electric Vehicle,miles,kg CO2e of CO2 per unit,0.00154
